FT934-12074,-1,502,909,543,489,475,-1,-1,-1,-1,-1,-1,533,533,533,-1,-1,68,68,318,322,-1,-1,-1,-1,-1,511,752,-1,-1,-1,608,629,635,290,295,388,440,571,558,796,-1
LA112990-0237,-1,11,250,272,161,139,-1,-1,-1,-1,246,202,346,346,346,-1,-1,-1,-1,-1,-1,681,681,473,581,499,2,98,-1,-1,915,199,190,190,-1,-1,-1,-1,-1,172,241,849
FR940705-2-00089,444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FBIS4-46988,-1,-1,-1,-1,-1,-1,416,-1,396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LA010889-0132,-1,-1,-1,-1,-1,-1,942,-1,-1,-1,525,499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FBIS4-15599,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,812,812,812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FBIS4-34254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,886,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT921-2859,-1,328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,594,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT931-8015,-1,-1,-1,-1,-1,-1,400,179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,468,344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
FT922-6284,-1,692,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,803,562,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
